enlace,MAE,RMSE,MAPE
ADH_ADH,2652036.7715,5210631.1909,69067.5171
ADH_CVK,45104.4328,78243.2117,112.541
ADH_HTW,2004974.0109,3478919.4717,259.7857
ADH_HU,55572.0965,96608.3843,70.8725
ADH_SPK,99444.8053,240260.7311,109.0345
ADH_TU,97870.3487,174547.3707,185.444
ADH_UP,8199.1157,16603.3733,101.3801
ADH_WIAS,70119.1024,306906.0665,335.3162
ADH_ZIB,158930.3156,281214.6301,87.1407
CVK_ADH,147546.504,300203.0341,160.3295
CVK_CVK,879654.7687,1870980.3035,10359.1596
CVK_HTW,162373.36,292364.0373,74.7977
CVK_HU,112090.5018,227538.4367,73.4055
CVK_SPK,92791.7719,177331.2667,66.4267
CVK_TU,286888.0306,1087297.8119,117.9392
CVK_UP,8952.8168,24098.8373,103.5809
CVK_WIAS,43592.0996,88483.0959,274.4835
CVK_ZIB,236583.554,491984.9234,67.5028
HTW_ADH,1436240.041,2120255.058,361.58
HTW_CVK,63815.5818,105486.0702,113.1515
HTW_HTW,1089231.2876,2216612.1932,120.0343
HTW_HU,137402.6315,280217.4827,144.4481
HTW_SPK,150127.3512,346212.1778,74.6769
HTW_TU,80807.7897,140553.331,73.4459
HTW_UP,7931.7727,14041.811,56.4964
HTW_WIAS,118424.4846,362518.3092,431.7471
HTW_ZIB,319799.2734,446664.8749,54.7344
HU_ADH,311044.6307,878200.4429,136.1461
HU_CVK,98037.9654,299571.3118,89.0652
HU_HTW,546771.7198,1654600.2493,270.4485
HU_HU,1121100.529,2992353.3301,177.2309
HU_SPK,2726397.7323,4999230.2459,191.1355
HU_TU,249920.2699,1412823.6962,110.1185
HU_UP,8149.1962,13357.5595,57.7162
HU_WIAS,193698.5185,513764.6355,194.0544
HU_ZIB,1687532.3591,4359949.9561,153.5702
SPK_ADH,383701.2496,812346.7117,102.784
SPK_CVK,129343.2799,217664.5744,72.7886
SPK_HTW,669320.7523,1518697.7665,130.3842
SPK_HU,3617300.6091,5508788.5102,69.4315
SPK_SPK,2038286.4775,5816312.6517,92.7701
SPK_TU,274821.3449,613008.4746,63.3862
SPK_UP,14689.5835,26610.6851,46.2257
SPK_WIAS,2329093.5697,4867115.1023,3018.6639
SPK_ZIB,1363845.0821,2362507.0332,84.7715
TU_ADH,140201.1299,267130.1882,245.5156
TU_CVK,327813.2664,1343476.6733,145.3799
TU_HTW,202820.8965,341336.7058,73.347
TU_HU,177328.5583,426404.641,71.0024
TU_SPK,231730.0409,870370.748,86.6985
TU_TU,1977588.9192,8821860.9206,1305.6935
TU_UP,8050.5527,26149.2177,81.0437
TU_WIAS,82108.1682,228646.4963,407.6788
TU_ZIB,391628.3882,1216609.5125,82.108
UP_ADH,15819.0153,34964.5482,137.1959
UP_CVK,7908.5166,14905.9813,108.8391
UP_HTW,41211.1148,80925.4617,92.4434
UP_HU,12297.6562,22375.6573,75.5869
UP_SPK,14764.9632,29677.7001,84.8484
UP_TU,8368.6359,19805.0314,98.8616
UP_UP,368420.5727,945273.9732,19078.8499
UP_WIAS,10333.6947,33521.4437,434.1217
UP_ZIB,32563.1723,80206.9433,72.474
WIAS_ADH,61489.3015,123803.8205,192.1694
WIAS_CVK,22643.856,51457.5487,129.6687
WIAS_HTW,80826.0782,142459.4674,68.4164
WIAS_HU,80130.0705,453127.8754,89.5087
WIAS_SPK,221239.9423,716002.2258,148.4346
WIAS_TU,33660.426,91337.351,106.7825
WIAS_UP,2431.176,4880.3611,78.127
WIAS_WIAS,35643.1296,154782.9014,522.2679
WIAS_ZIB,133570.9119,272995.0905,80.3288
ZIB_ADH,2074997.2435,3726365.5831,178.2658
ZIB_CVK,353641.2794,989018.5088,66.718
ZIB_HTW,7330493.5317,9207457.7409,86.3728
ZIB_HU,378660.5166,818845.5327,78.7645
ZIB_SPK,1012740.2718,2506368.0825,69.3207
ZIB_TU,1113240.1772,3275118.1222,49.1202
ZIB_UP,34716.6915,113891.6296,42.8868
ZIB_WIAS,448914.3202,889923.4938,159.7637
ZIB_ZIB,9091682.1387,15135799.8935,63.8002
