enlace,MAE,RMSE,MAPE
ADH_ADH,2596945.3248,4660531.1862,86.38
ADH_CVK,98959.5387,154228.5745,93.0742
ADH_HTW,6039019.721,7899276.9544,93.5487
ADH_HU,94431.5564,140156.0242,70.4411
ADH_SPK,213967.6692,351230.1408,89.1284
ADH_TU,180601.5731,264619.5271,93.5134
ADH_UP,15828.7814,25098.7155,85.8932
ADH_WIAS,105371.0559,298431.148,94.0815
ADH_ZIB,406534.9553,530878.8196,84.949
CVK_ADH,230202.7483,359639.1368,93.2292
CVK_CVK,1352021.5,2221524.5898,1394.8898
CVK_HTW,310290.1212,471247.4756,87.8427
CVK_HU,183080.8149,292607.1724,78.4712
CVK_SPK,247242.1367,392036.5403,87.6069
CVK_TU,625417.7303,2143374.9998,90.0526
CVK_UP,10517.1405,21907.6475,83.5563
CVK_WIAS,99138.9707,194981.267,93.46
CVK_ZIB,674245.4319,1004114.571,83.4562
HTW_ADH,3829691.3648,5013843.5781,93.6299
HTW_CVK,110974.5432,167887.1143,88.7506
HTW_HTW,2098027.0264,3945632.0871,80.5733
HTW_HU,137674.3471,293069.2091,58.1603
HTW_SPK,273436.7429,495107.1664,75.9772
HTW_TU,165623.4196,247794.2568,90.6934
HTW_UP,13948.3898,22117.4668,74.9161
HTW_WIAS,170436.0251,433327.7435,90.4466
HTW_ZIB,569923.0809,702197.8297,61.6349
HU_ADH,313462.215,789480.6863,75.6655
HU_CVK,115122.9312,259313.7569,66.8326
HU_HTW,454495.2391,1256900.5779,69.8238
HU_HU,3697256.8269,4174263.6795,6835.8604
HU_SPK,4195428.1074,6439602.1664,94.2263
HU_TU,277721.7438,1243521.1682,71.3921
HU_UP,9335.8849,14207.6888,95.0356
HU_WIAS,245342.7632,627417.3371,73.4984
HU_ZIB,2213092.4041,5972310.8007,82.3883
SPK_ADH,570333.2467,1022211.7154,85.8041
SPK_CVK,237988.6628,367294.4853,76.9407
SPK_HTW,690141.0165,1363188.4014,67.9557
SPK_HU,10858467.8106,14472602.905,86.365
SPK_SPK,5425046.1872,11375717.6186,79.9096
SPK_TU,511934.6029,807059.5697,75.6212
SPK_UP,19250.4943,33323.7338,44.2118
SPK_WIAS,4477301.8808,9830335.6096,99.9682
SPK_ZIB,1810626.7947,2873431.4505,65.6156
TU_ADH,284025.879,442811.2873,86.5355
TU_CVK,540465.4641,2036439.8509,91.6282
TU_HTW,402185.9817,595150.1329,83.6093
TU_HU,258754.9709,523584.0351,70.1182
TU_SPK,398974.7149,941888.576,87.0762
TU_TU,1728753.5079,8076058.5346,93.3225
TU_UP,10384.7592,26106.4652,81.2513
TU_WIAS,157136.9631,378324.5993,90.8666
TU_ZIB,898603.8573,1598189.671,83.5258
UP_ADH,25855.0021,48363.3735,90.0193
UP_CVK,9519.0579,15852.6186,81.5774
UP_HTW,68928.798,129740.1192,73.8508
UP_HU,14943.1798,24644.8054,59.5792
UP_SPK,17807.0102,32356.9491,66.8135
UP_TU,11625.6594,23143.2604,87.2006
UP_UP,619830.8588,1134862.1275,103.8005
UP_WIAS,10028.6886,25426.6512,87.7918
UP_ZIB,44073.7759,92808.6034,66.4305
WIAS_ADH,96339.1787,153279.1134,92.4866
WIAS_CVK,32578.9952,66647.1948,89.704
WIAS_HTW,145216.8465,201062.7587,84.8333
WIAS_HU,89321.9079,364317.7016,63.6481
WIAS_SPK,322434.1564,944451.1969,92.4416
WIAS_TU,54045.3654,129917.6483,94.0478
WIAS_UP,3748.802,6729.7639,81.8388
WIAS_WIAS,49895.5482,178808.7914,91.9061
WIAS_ZIB,268187.3912,450000.0504,77.4894
ZIB_ADH,5138854.2109,7231476.3269,90.4811
ZIB_CVK,713536.5962,1401956.0994,82.8302
ZIB_HTW,9815515.3007,11889186.3076,69.0566
ZIB_HU,563777.2906,954702.0309,62.5006
ZIB_SPK,1804545.9955,4151271.5832,81.7219
ZIB_TU,2116082.5862,4758578.6846,86.3529
ZIB_UP,56222.0269,140059.4429,62.4484
ZIB_WIAS,777434.0004,1334401.9549,88.3976
ZIB_ZIB,26054090.7922,37802804.218,80.1685
