enlace,MAE,RMSE,MAPE
ADH_ADH,2668793.651,5396559.0021,186400.0777
ADH_CVK,53474.0415,90678.066,201.7071
ADH_HTW,2173212.7545,3707169.0172,787.1691
ADH_HU,65014.5116,111971.5493,109.1372
ADH_SPK,107772.1165,249446.6235,153.9952
ADH_TU,110767.6312,196756.8328,533.085
ADH_UP,9485.8474,21019.8557,233.9453
ADH_WIAS,77494.9831,343430.264,419.1532
ADH_ZIB,165028.5175,280676.3618,125.2214
CVK_ADH,145470.6824,302359.4748,256.0554
CVK_CVK,1005828.5199,2044534.0576,13596.0528
CVK_HTW,167462.4221,296150.8377,95.0974
CVK_HU,125055.5542,242550.253,89.616
CVK_SPK,105125.6408,195422.2841,97.8529
CVK_TU,511225.2415,1715872.1882,249.5296
CVK_UP,9516.1877,27147.9534,135.2331
CVK_WIAS,47684.9923,95845.389,576.0069
CVK_ZIB,301351.8566,620154.2469,170.6091
HTW_ADH,1147998.4732,1841606.3086,1407.951
HTW_CVK,63607.2378,101871.5497,109.8756
HTW_HTW,1385129.2096,2690095.2879,158.3598
HTW_HU,158222.5961,330326.0538,219.6133
HTW_SPK,199413.9167,492749.8406,136.4351
HTW_TU,83996.4465,141985.7321,83.7807
HTW_UP,10121.3926,19970.0871,69.2146
HTW_WIAS,170113.5255,602671.8495,776.9994
HTW_ZIB,356906.377,492804.3984,61.3259
HU_ADH,355599.0089,997588.5932,205.9318
HU_CVK,102327.2807,285591.0905,103.0682
HU_HTW,575012.7399,1756393.1935,361.5472
HU_HU,1292796.7156,3318993.6812,283.9715
HU_SPK,3559258.697,6337811.3514,314.7125
HU_TU,272217.1785,1481997.2396,140.8895
HU_UP,10135.0345,16266.5014,80.2111
HU_WIAS,236277.8669,616339.7828,264.2621
HU_ZIB,2485026.6272,5905114.8628,335.9055
SPK_ADH,419722.0295,908261.9735,165.1615
SPK_CVK,141013.6267,236115.4823,73.4873
SPK_HTW,729935.5087,1575717.6946,160.945
SPK_HU,4505308.6767,7611569.5595,118.5097
SPK_SPK,2891048.4467,7570742.7853,132.6387
SPK_TU,314640.9146,664038.5758,76.0601
SPK_UP,18398.9723,34932.9869,57.979
SPK_WIAS,2973724.9516,5904263.5751,3142.6631
SPK_ZIB,1675395.5651,2907293.7437,109.1864
TU_ADH,175265.576,329356.7982,719.6588
TU_CVK,442412.6104,1720337.6526,230.9517
TU_HTW,259197.4204,436596.1346,97.4988
TU_HU,217767.4116,519330.0581,85.4487
TU_SPK,273526.8167,926358.4143,116.7567
TU_TU,2368044.7377,8868833.1844,1450.0864
TU_UP,9584.8271,32055.1751,110.0238
TU_WIAS,102836.9141,266273.197,519.2788
TU_ZIB,476799.4399,1277134.1924,126.8218
UP_ADH,24220.4138,51138.964,376.4569
UP_CVK,8536.3476,16684.5053,131.1954
UP_HTW,58361.5716,112937.383,185.5336
UP_HU,15020.4831,25739.5824,99.3771
UP_SPK,16428.218,32591.155,102.0344
UP_TU,10642.491,27683.1838,142.6959
UP_UP,461164.9818,1262625.8662,63607.2376
UP_WIAS,11465.1491,31869.173,441.8682
UP_ZIB,43161.8524,93266.1424,110.748
WIAS_ADH,61669.0262,124209.5839,353.9151
WIAS_CVK,22462.4745,47961.5868,169.4691
WIAS_HTW,89012.8526,152432.1072,72.87
WIAS_HU,87335.1358,473640.1723,99.352
WIAS_SPK,242950.8593,750396.3078,176.9875
WIAS_TU,52929.0693,133895.4269,150.6904
WIAS_UP,2686.5233,5336.9458,86.9902
WIAS_WIAS,44848.0251,184975.5825,626.2411
WIAS_ZIB,143536.3182,286354.9589,99.1444
ZIB_ADH,2148605.3189,3907602.9518,454.1014
ZIB_CVK,480463.0917,1202399.7355,92.7704
ZIB_HTW,6555242.0772,8231197.7142,85.0276
ZIB_HU,411650.2634,830389.4926,82.8324
ZIB_SPK,1107614.5386,2949723.3411,77.9525
ZIB_TU,1661405.3284,4654022.0019,78.1003
ZIB_UP,51585.8829,174548.353,74.9841
ZIB_WIAS,481646.7737,911633.4126,184.081
ZIB_ZIB,10834540.9765,17906243.9063,106.7997
