enlace,MAE,RMSE,MAPE
ADH_ADH,475054.2633,2166838.5336,430.7004
ADH_CVK,31472.6014,75453.3902,76.0224
ADH_HTW,385729.8859,1278940.8224,128.1164
ADH_HU,47026.9619,80234.306,53.8097
ADH_SPK,78357.0512,156938.7957,75.2033
ADH_TU,50331.0869,123664.8584,95.0149
ADH_UP,3218.4032,6605.1641,63.6067
ADH_WIAS,26147.6232,55411.5517,118.0161
ADH_ZIB,214890.7525,593323.1912,67.9692
CVK_ADH,20714.3501,52593.2099,63.5977
CVK_CVK,1034330.6794,2426492.4155,157.9505
CVK_HTW,54419.0365,328211.1997,48.4363
CVK_HU,45977.279,81097.2847,43.5398
CVK_SPK,59178.4265,106863.4803,46.5936
CVK_TU,89884.3707,374677.0831,63.0475
CVK_UP,3949.7456,5965.9504,42.8492
CVK_WIAS,24343.6037,51066.8187,64.3192
CVK_ZIB,156249.4644,391048.4107,38.2571
HTW_ADH,326897.6068,898483.2646,162.5119
HTW_CVK,73188.2513,151474.7783,45.6578
HTW_HTW,629359.326,1439369.1255,68.5903
HTW_HU,116768.5178,196519.2933,47.9136
HTW_SPK,151018.4359,298093.1945,41.2294
HTW_TU,142029.998,439251.8092,60.6362
HTW_UP,5226.0469,8365.0735,35.0896
HTW_WIAS,73778.3028,149025.6004,70.2613
HTW_ZIB,761194.4434,1509867.9227,38.2245
HU_ADH,74585.8219,189284.512,47.1082
HU_CVK,177293.9158,356520.6711,49.0222
HU_HTW,389684.219,1410745.8892,58.3948
HU_HU,1766379.8478,2829761.3258,51.1171
HU_SPK,1841027.3939,2809972.1921,61.2094
HU_TU,529140.1702,1325473.5517,54.1445
HU_UP,13929.8006,19453.1502,46.7996
HU_WIAS,158252.4488,293803.2631,73.9886
HU_ZIB,4146528.6401,7419013.6496,163.7546
SPK_ADH,101265.1854,234420.325,59.3087
SPK_CVK,140753.0229,242235.484,44.3768
SPK_HTW,331294.489,944975.1713,51.6292
SPK_HU,2982483.364,6569076.692,52.2048
SPK_SPK,2024385.1314,4503340.9857,65.5333
SPK_TU,256566.2477,452933.2922,55.3853
SPK_UP,12488.7756,17913.0464,40.4618
SPK_WIAS,1938595.7994,4389599.0254,183.3413
SPK_ZIB,1401303.4553,2274678.7538,61.4709
TU_ADH,48799.9342,137419.6192,122.9448
TU_CVK,321346.6965,755376.2209,92.9213
TU_HTW,168670.8377,552751.7025,80.4647
TU_HU,160893.6409,309793.7502,50.3144
TU_SPK,184492.7728,353018.9336,60.587
TU_TU,1601486.7258,4787538.4122,301.7887
TU_UP,6781.1956,10444.9021,71.9219
TU_WIAS,72594.2999,201499.332,103.8066
TU_ZIB,1327941.2345,2550197.8686,99.3976
UP_ADH,5673.6846,15174.6772,76.4523
UP_CVK,10601.7074,39238.6131,59.5744
UP_HTW,27489.8353,212652.215,60.2605
UP_HU,16312.8096,39917.8494,65.0316
UP_SPK,25139.8083,77110.289,67.7803
UP_TU,14982.3606,58943.4425,63.6238
UP_UP,246541.0722,501458.1725,993.2636
UP_WIAS,14279.1482,50319.552,85.0624
UP_ZIB,132394.3758,539904.4984,65.8894
WIAS_ADH,19830.3639,55186.6371,111.7477
WIAS_CVK,27548.1839,54205.1916,59.6117
WIAS_HTW,43792.5806,95257.3704,66.5829
WIAS_HU,81230.4924,264563.7773,51.4778
WIAS_SPK,1212874.426,3926921.1631,442.8789
WIAS_TU,51204.636,107889.0504,90.0412
WIAS_UP,3189.5624,6379.0399,58.8902
WIAS_WIAS,24762.542,60736.2428,113.7056
WIAS_ZIB,194128.2347,404259.8047,54.1351
ZIB_ADH,336297.0583,1286206.9087,82.4234
ZIB_CVK,348514.555,774683.7879,48.3619
ZIB_HTW,1557127.7062,3018581.8324,68.3564
ZIB_HU,356276.2458,640674.2238,44.3772
ZIB_SPK,552482.0972,1211993.51,39.7052
ZIB_TU,995648.8997,2415190.1968,62.8158
ZIB_UP,14679.4084,21809.3677,34.5213
ZIB_WIAS,240046.9984,502166.8593,60.4612
ZIB_ZIB,7017668.9058,14364846.8302,47.5949
