enlace,MAE,RMSE,MAPE
ADH_ADH,2597436.614,4660919.5803,93.7259
ADH_CVK,100739.435,156683.6331,95.9646
ADH_HTW,6109391.3473,7986990.7449,97.9164
ADH_HU,108784.622,156610.0463,83.9668
ADH_SPK,223052.6875,363273.2581,96.1079
ADH_TU,182080.6556,266562.0452,98.5677
ADH_UP,16217.3443,25472.4094,97.2653
ADH_WIAS,106783.047,299816.6478,95.4328
ADH_ZIB,426660.2094,553484.5279,93.9454
CVK_ADH,232913.1666,362888.3677,96.4967
CVK_CVK,1503866.8207,2353957.4652,474.0979
CVK_HTW,321272.0465,481705.547,94.7582
CVK_HU,195774.1737,304839.3373,90.9972
CVK_SPK,257330.9566,405249.4871,95.7495
CVK_TU,627101.4427,2144403.8479,95.0899
CVK_UP,11327.0809,22718.0832,91.7827
CVK_WIAS,101241.5576,198046.466,94.7164
CVK_ZIB,705040.696,1036382.5959,92.6316
HTW_ADH,3845308.6541,5033623.5657,97.854
HTW_CVK,118212.0459,178588.9682,93.8629
HTW_HTW,2273583.5196,4164465.6414,93.8355
HTW_HU,176698.8424,319895.8915,70.4209
HTW_SPK,307273.8801,529182.1371,90.2746
HTW_TU,174928.5017,261601.686,96.0313
HTW_UP,15756.7608,23789.0789,88.6199
HTW_WIAS,176592.342,438799.407,95.9472
HTW_ZIB,677582.0029,806297.7081,72.9447
HU_ADH,329680.1364,797526.5698,80.4537
HU_CVK,134888.3137,274562.5114,71.9353
HU_HTW,504566.1409,1279187.9562,86.4996
HU_HU,2615253.3132,3685395.6521,2566.1884
HU_SPK,4897459.8329,7134458.4844,89.8295
HU_TU,317831.6725,1260500.9685,77.8721
HU_UP,11535.3982,18124.1532,55.74
HU_WIAS,272133.0208,651526.5231,89.437
HU_ZIB,2383897.6583,6150690.2242,89.9564
SPK_ADH,588045.3451,1040285.3383,91.5785
SPK_CVK,274543.0837,414404.298,92.7974
SPK_HTW,803251.0322,1443322.4467,89.271
SPK_HU,11991173.4408,15621346.6768,93.5939
SPK_SPK,5758656.3582,11753795.9798,93.4556
SPK_TU,568008.2572,868091.0912,89.1496
SPK_UP,25671.2639,38314.0497,60.4157
SPK_WIAS,4523237.7751,9889707.0782,96.85
SPK_ZIB,2164230.9599,3165267.8133,86.469
TU_ADH,285761.2216,445207.7285,94.0564
TU_CVK,543340.3447,2040083.3628,96.886
TU_HTW,432515.1845,629206.5825,93.771
TU_HU,300576.5791,566201.0896,87.4773
TU_SPK,413794.8219,959469.7889,95.1628
TU_TU,1729576.4119,8076376.218,98.6547
TU_UP,11216.5438,26853.4559,94.3302
TU_WIAS,159249.2779,381340.5272,92.0119
TU_ZIB,938116.5225,1644860.8317,94.0569
UP_ADH,26355.3227,48649.0037,96.362
UP_CVK,10256.0006,16568.6875,91.0238
UP_HTW,71789.6501,131268.8187,85.3757
UP_HU,18085.8771,26841.3609,79.0253
UP_SPK,20258.9982,34231.4985,82.1884
UP_TU,12297.9537,23700.662,96.0641
UP_UP,627081.3006,1144003.4483,105.3781
UP_WIAS,10370.0204,25688.7629,94.3796
UP_ZIB,49180.0616,95652.3899,82.5631
WIAS_ADH,96811.8893,153883.0925,96.76
WIAS_CVK,33964.5809,68947.2821,95.6065
WIAS_HTW,156702.1472,212416.8424,94.3752
WIAS_HU,106712.1237,372448.2845,82.0495
WIAS_SPK,328255.5376,954650.3027,98.1218
WIAS_TU,54813.2958,130794.1349,98.4275
WIAS_UP,4011.1056,7055.4558,90.5248
WIAS_WIAS,50726.1271,180146.4927,95.6063
WIAS_ZIB,293005.0367,479985.6403,92.3849
ZIB_ADH,5186683.2737,7277369.418,97.6069
ZIB_CVK,754067.4405,1439273.6546,92.5059
ZIB_HTW,11135042.2206,13122750.5275,76.7938
ZIB_HU,675411.904,1062926.9141,83.5599
ZIB_SPK,1921428.0461,4269726.9154,86.7308
ZIB_TU,2234368.3569,4866619.8637,94.3348
ZIB_UP,63233.2479,143953.2696,74.0822
ZIB_WIAS,812611.4152,1377749.9083,95.7295
ZIB_ZIB,27644490.3863,39780621.5197,90.6479
