enlace,MAE,RMSE,MAPE
TU_WIAS,156251.019,376330.8991,90.8213
TU_ZIB,892452.3596,1586704.5358,86.952
UP_ADH,25775.1106,48182.9163,89.9211
UP_CVK,9500.7403,15703.7512,82.2705
UP_HTW,66302.9771,125989.4395,71.8476
UP_HU,16273.5206,26113.8958,66.4685
UP_SPK,17875.0276,32033.4158,69.0215
UP_TU,11422.6787,22831.1157,87.119
UP_UP,614108.8584,1127875.9071,112.5504
UP_WIAS,10021.8439,25041.2297,90.8772
UP_ZIB,44908.6559,92749.1236,69.8996
WIAS_ADH,95624.4267,152570.1636,91.4922
WIAS_CVK,32361.343,66342.1566,89.9965
WIAS_HTW,139637.8947,195460.8153,80.968
WIAS_HU,89053.5312,362543.7052,64.6396
WIAS_SPK,320778.6383,940359.888,94.961
WIAS_TU,52527.7041,127747.0149,92.4371
WIAS_UP,3767.7305,6765.6545,82.5098
WIAS_WIAS,50019.7602,179170.6029,89.6292
WIAS_ZIB,266968.6239,446745.2641,82.0068
ZIB_ADH,5102176.6929,7201645.0417,87.447
ZIB_CVK,706782.4846,1393471.4272,81.9055
ZIB_HTW,9083129.812,11021462.1587,64.9829
ZIB_HU,580644.6535,962858.6054,67.6951
ZIB_SPK,1836688.7076,4131988.9591,83.2355
ZIB_TU,2062619.0316,4699754.3005,84.0103
ZIB_UP,54372.684,139375.2138,58.6138
ZIB_WIAS,745842.2298,1292696.1398,85.7596
ZIB_ZIB,25281740.1133,36790099.3976,81.5963
