enlace,MAE,RMSE,MAPE
ADH_ADH,1895681.8371,3982752.1835,106897.0052
ADH_CVK,47265.5884,82817.2303,157.3082
ADH_HTW,1944120.9033,3433739.3422,640.8524
ADH_HU,61451.1775,107120.2363,90.7663
ADH_SPK,102219.3537,244379.9018,133.9756
ADH_TU,82936.2754,142301.5671,345.7883
ADH_UP,9138.4509,21628.1708,230.6224
ADH_WIAS,76264.8539,366491.7762,340.7064
ADH_ZIB,160971.353,273528.5817,116.6176
CVK_ADH,116636.7249,238041.2438,163.3758
CVK_CVK,1034367.8237,2201211.6922,17898.5189
CVK_HTW,166687.8347,293401.2208,110.4145
CVK_HU,118232.7905,225171.6432,84.2041
CVK_SPK,103366.3398,191842.569,89.9431
CVK_TU,359463.6352,1327982.6127,188.1143
CVK_UP,7991.4946,23117.534,114.4477
CVK_WIAS,48704.9009,102195.9955,346.5617
CVK_ZIB,278171.8248,564294.4618,169.0677
HTW_ADH,467885.844,1162982.6407,1346.6733
HTW_CVK,52265.8883,82318.5331,86.6389
HTW_HTW,1565423.988,2961309.4565,206.6789
HTW_HU,163457.6569,356539.4039,234.7261
HTW_SPK,196378.3102,484129.6627,130.7381
HTW_TU,77989.7912,139801.9063,73.9255
HTW_UP,9820.2014,20445.5659,62.512
HTW_WIAS,151545.206,483968.1475,490.9651
HTW_ZIB,350746.4211,491892.9426,62.3955
HU_ADH,323831.8339,889837.6162,168.2916
HU_CVK,105433.9875,292935.6869,105.2432
HU_HTW,571952.787,1656082.146,365.5831
HU_HU,1306135.8382,3366477.8675,288.1881
HU_SPK,3523335.5696,6403973.1007,263.5677
HU_TU,277999.8662,1691108.3371,131.1842
HU_UP,10003.5879,16870.4717,78.1491
HU_WIAS,244266.5692,656169.986,216.9998
HU_ZIB,2256065.0004,5589501.462,281.9152
SPK_ADH,428713.4188,961789.9404,148.1126
SPK_CVK,133123.39,223593.3708,65.4061
SPK_HTW,698718.7719,1561130.2091,146.8272
SPK_HU,3957998.2091,7617697.5317,127.7316
SPK_SPK,2707353.5112,7557205.9851,120.7501
SPK_TU,291770.7366,623883.2581,71.1825
SPK_UP,18389.7113,34566.5639,58.244
SPK_WIAS,2811142.0019,5640781.814,2475.788
SPK_ZIB,1674066.1496,2917901.5981,110.1291
TU_ADH,113872.6199,226761.2299,453.3026
TU_CVK,275978.4693,1272876.8398,155.0172
TU_HTW,212460.447,356004.2648,72.5509
TU_HU,218687.0224,531972.362,81.2349
TU_SPK,264874.857,956669.6285,99.6226
TU_TU,2712747.4715,10247679.3169,2186.7771
TU_UP,8810.0523,30302.8196,90.8312
TU_WIAS,86700.0908,222040.2938,325.0499
TU_ZIB,406501.7128,1162381.209,100.7129
UP_ADH,18292.9818,38566.4652,252.7186
UP_CVK,7450.0438,14693.7709,105.517
UP_HTW,55922.2991,108267.7888,169.197
UP_HU,15007.8767,26549.9324,94.8001
UP_SPK,16312.7449,33193.7483,94.426
UP_TU,9521.8808,25141.9251,114.1496
UP_UP,418886.7674,948857.2846,30385.4504
UP_WIAS,9767.0459,25597.8291,298.4308
UP_ZIB,46465.9488,109218.4927,119.3025
WIAS_ADH,50569.666,106509.1058,271.5277
WIAS_CVK,19603.629,42445.7235,127.892
WIAS_HTW,89911.1998,154182.0329,72.6926
WIAS_HU,88774.6383,489582.1432,96.0226
WIAS_SPK,244182.7149,783036.6292,204.6289
WIAS_TU,44308.9457,128540.1049,117.889
WIAS_UP,2608.5035,5483.2499,74.8923
WIAS_WIAS,43193.6204,186800.5959,387.2725
WIAS_ZIB,138609.814,289656.3159,82.8528
ZIB_ADH,2122172.2652,3935671.1339,490.1748
ZIB_CVK,467615.6461,1239278.7568,88.2836
ZIB_HTW,6594674.063,8206130.1397,98.8765
ZIB_HU,439450.4281,893928.6287,95.5936
ZIB_SPK,1058980.7313,3074344.9408,76.7516
ZIB_TU,1782627.1988,5126455.4128,89.2677
ZIB_UP,51215.6702,173941.8303,74.0283
ZIB_WIAS,475537.4184,900967.3146,157.5808
ZIB_ZIB,10647670.831,18408636.1938,98.2349
