enlace,MAE,RMSE,MAPE
ADH_ADH,2596863.9658,4660432.7239,93.9801
ADH_CVK,101107.1401,157131.9203,96.8784
ADH_HTW,6090238.1586,7961655.2785,98.3008
ADH_HU,110812.7808,159094.8972,85.9652
ADH_SPK,224748.6375,365986.7184,95.1065
ADH_TU,182174.0319,266730.4447,97.5011
ADH_UP,16194.8682,25442.7572,96.3796
ADH_WIAS,106822.9216,299887.1044,95.3022
ADH_ZIB,427903.1612,555174.623,92.4492
CVK_ADH,233422.6333,363540.4966,97.4131
CVK_CVK,1490069.5274,2346721.1492,651.24
CVK_HTW,320607.043,481589.9037,93.0433
CVK_HU,194828.2563,304401.4283,89.5992
CVK_SPK,258045.0935,406447.8703,94.9221
CVK_TU,628131.8749,2145191.6666,95.7579
CVK_UP,11405.9555,22762.5376,92.8051
CVK_WIAS,101225.9477,197963.826,94.9799
CVK_ZIB,698058.158,1027132.9105,91.8717
HTW_ADH,3845878.9237,5034354.3829,97.6632
HTW_CVK,117586.4043,177514.6875,93.5077
HTW_HTW,2260050.4487,4138835.4488,94.1093
HTW_HU,183822.2603,325699.1437,73.2426
HTW_SPK,307860.3736,528775.2437,91.5373
HTW_TU,173297.2605,258828.6989,95.2461
HTW_UP,15654.9818,23775.1256,86.7745
HTW_WIAS,176433.0264,438748.4305,96.3118
HTW_ZIB,633964.6781,761984.023,68.3392
HU_ADH,329083.9741,797065.2341,82.5115
HU_CVK,137601.2768,276814.1545,74.9233
HU_HTW,505274.1861,1279701.213,85.482
HU_HU,2539560.4074,4348632.6437,668.3567
HU_SPK,4970803.2551,7206376.0462,90.5913
HU_TU,321774.884,1261847.029,79.736
HU_UP,11965.7382,18495.6293,59.6847
HU_WIAS,272921.3575,651769.7357,89.8241
HU_ZIB,2383036.6659,6163223.1804,87.3578
SPK_ADH,587577.247,1039326.7522,92.0797
SPK_CVK,273186.968,414276.9915,91.1195
SPK_HTW,799408.2599,1440257.6861,88.7102
SPK_HU,12079642.3708,15716294.9743,93.7823
SPK_SPK,5808999.8276,11829181.9786,95.5178
SPK_TU,575830.8843,875601.7089,91.6847
SPK_UP,26778.5261,39017.3384,64.7433
SPK_WIAS,4506260.03,9850175.317,96.2043
SPK_ZIB,2163783.3833,3165050.0323,86.6028
TU_ADH,285145.7616,444244.821,95.6912
TU_CVK,543143.8231,2040157.1724,96.6971
TU_HTW,437680.4661,636356.2837,95.0944
TU_HU,296707.9158,562151.5837,86.1702
TU_SPK,414847.4329,960792.3702,94.2547
TU_TU,1729379.117,8076310.4763,98.7023
TU_UP,11322.429,26955.2576,94.3808
TU_WIAS,158975.733,380923.395,93.0985
TU_ZIB,934276.6581,1639484.0624,93.3216
UP_ADH,26365.8817,48653.0518,96.6106
UP_CVK,10387.5807,16736.9626,91.7655
UP_HTW,72155.7705,131401.2287,86.9425
UP_HU,18240.5702,26843.5807,81.1118
UP_SPK,20218.9617,34025.3173,82.985
UP_TU,12300.373,23689.2021,96.5688
UP_UP,627625.1444,1144717.5352,93.522
UP_WIAS,10293.0322,25678.2161,91.843
UP_ZIB,48837.8613,95487.6129,81.5254
WIAS_ADH,96924.4439,154042.2754,97.3507
WIAS_CVK,33861.2988,68798.5766,95.4452
WIAS_HTW,155022.5035,210828.7305,92.8564
WIAS_HU,104044.9558,372194.9873,78.4226
WIAS_SPK,328090.8761,954763.3818,97.1335
WIAS_TU,54669.7969,130649.792,97.6394
WIAS_UP,4006.848,7054.5337,89.4172
WIAS_WIAS,50678.2844,180141.0909,92.7691
WIAS_ZIB,290349.8643,477221.946,89.724
ZIB_ADH,5184736.5468,7276677.5063,95.157
ZIB_CVK,749201.0719,1435448.7506,91.1821
ZIB_HTW,10797448.4005,12743853.2425,76.2041
ZIB_HU,673270.43,1061273.8142,82.2387
ZIB_SPK,1939082.3634,4294523.7283,89.7006
ZIB_TU,2211784.2296,4854691.315,90.4388
ZIB_UP,60406.4594,142795.6183,68.826
ZIB_WIAS,810390.5908,1374557.2304,94.3282
ZIB_ZIB,27302897.8846,39376029.7998,88.9446
