enlace,MAE,RMSE,MAPE
ADH_ADH,58045005.555,651324615.0333,2751.3508
ADH_CVK,41763.7629,113473.1654,73.7427
ADH_HTW,750873.88,5370959.8711,117.0328
ADH_HU,34361.8413,64458.3597,33.8416
ADH_SPK,62592.7669,118136.6466,50.7089
ADH_TU,49324.9515,146192.1872,67.3397
ADH_UP,4111.9725,12623.8445,58.5592
ADH_WIAS,23760.7324,49776.9235,74.9318
ADH_ZIB,365354.52,3083246.0362,53.6116
CVK_ADH,27629.9111,104941.3914,60.9577
CVK_CVK,936846.3567,2255326.0405,52.1248
CVK_HTW,42431.7342,227750.4263,33.1591
CVK_HU,29727.9175,54931.1156,23.7308
CVK_SPK,48783.5504,86395.3043,31.7483
CVK_TU,79569.9204,306987.7534,48.0485
CVK_UP,3290.6507,6044.8364,30.0744
CVK_WIAS,18203.9583,36617.1805,42.459
CVK_ZIB,52119.4844,95505.564,10.68
HTW_ADH,1239293.1405,11845626.8395,119.0285
HTW_CVK,53871.3073,112529.5006,29.1038
HTW_HTW,784995.5598,2662901.6085,49.4078
HTW_HU,82814.1414,160486.2388,28.2237
HTW_SPK,102570.9595,188233.58,29.9205
HTW_TU,109410.7712,321328.7202,37.6646
HTW_UP,3263.9213,5371.3292,20.3459
HTW_WIAS,42299.2533,84730.7874,32.2001
HTW_ZIB,310205.8204,606473.0902,13.2029
HU_ADH,79343.7031,259665.5641,39.1255
HU_CVK,129355.3346,243491.7917,30.802
HU_HTW,224021.6636,743564.5452,34.1226
HU_HU,842066.3173,1119005.4641,10.301
HU_SPK,2268884.5025,5200697.3617,42.5249
HU_TU,404981.0959,1018016.3296,37.2341
HU_UP,10105.7849,16364.3846,26.9649
HU_WIAS,120604.4591,278428.5843,42.4641
HU_ZIB,11743016.5004,78890690.4945,92.9921
SPK_ADH,282873.7123,3069042.7841,72.6048
SPK_CVK,135627.1519,234025.6745,35.2351
SPK_HTW,231560.3371,636025.4652,34.5758
SPK_HU,2096213.3971,5172220.5464,27.0805
SPK_SPK,1884706.9332,3459130.8426,43.6867
SPK_TU,251816.2215,548667.3606,44.203
SPK_UP,7538.3314,11245.784,21.2397
SPK_WIAS,11645166.0951,122202873.7583,215.6482
SPK_ZIB,705241.4233,1147586.8411,23.5422
TU_ADH,75497.7505,244654.5057,118.6071
TU_CVK,263635.3128,771118.9919,46.556
TU_HTW,180952.341,801208.1676,61.7035
TU_HU,152994.021,310299.1223,39.977
TU_SPK,202850.5656,430190.2106,49.7015
TU_TU,2114050.6164,7993218.4246,86.7337
TU_UP,9010.4215,28570.193,60.5037
TU_WIAS,74180.2724,180605.922,80.1152
TU_ZIB,4149821.6206,22863216.5223,92.5032
UP_ADH,6894.9103,22417.3232,62.1442
UP_CVK,8947.1975,36047.1668,39.6867
UP_HTW,22564.1144,199755.369,38.5048
UP_HU,8719.3973,26168.2227,24.2826
UP_SPK,68271.9291,584016.6424,55.2442
UP_TU,12896.5311,53035.1988,41.2571
UP_UP,2827302.8133,35722588.2647,1275.7962
UP_WIAS,36866.0958,239595.9998,75.0788
UP_ZIB,233789.0429,1740981.8286,53.6626
WIAS_ADH,30736.2911,150079.0578,91.9284
WIAS_CVK,20242.9996,38216.6467,37.8234
WIAS_HTW,30686.1056,61383.7482,40.2943
WIAS_HU,55637.1302,219291.5342,31.8268
WIAS_SPK,734981.0917,3571512.5498,54.444
WIAS_TU,43867.0519,116752.9173,52.2408
WIAS_UP,2168.5966,4385.5813,32.9582
WIAS_WIAS,13690.6963,30450.751,56.8674
WIAS_ZIB,90026.1385,186621.936,22.9285
ZIB_ADH,3976542.9108,38198970.206,208.4171
ZIB_CVK,295214.3354,687998.5842,34.9989
ZIB_HTW,1522618.3581,3696229.4288,38.9874
ZIB_HU,376607.4111,939552.7135,40.5837
ZIB_SPK,538800.8831,993000.1471,38.0245
ZIB_TU,1007793.9437,3568646.6896,48.997
ZIB_UP,9589.257,14827.2049,20.5873
ZIB_WIAS,194541.6683,379159.7636,47.7501
ZIB_ZIB,6312088.3983,13851975.5004,42.0993
