enlace,MAE,RMSE,MAPE
TU_UP,7794.1124,28734.97,54.2835
TU_WIAS,91565.2801,275863.7879,90.4979
TU_ZIB,3757737.8876,28316895.6684,79.4197
UP_ADH,6457.5701,23710.6248,66.4059
UP_CVK,10869.6782,60919.9986,38.885
UP_HTW,22587.0766,183844.9021,42.5967
UP_HU,18106.9942,80033.0303,46.162
UP_SPK,70774.6689,713365.2448,47.2279
UP_TU,17893.2236,128529.8613,47.0112
UP_UP,1158784.9553,8508785.2839,756.6565
UP_WIAS,47294.7877,349673.8851,83.7955
UP_ZIB,271970.125,2265487.8982,48.3313
WIAS_ADH,35847.1664,189842.4388,102.1011
WIAS_CVK,22066.5849,44094.6475,37.7609
WIAS_HTW,30520.585,66333.5707,41.3354
WIAS_HU,58516.2381,228374.4527,34.8457
WIAS_SPK,794692.1977,2798693.1515,52.7294
WIAS_TU,54503.3725,177671.6542,51.6287
WIAS_UP,2550.8063,5298.7267,32.5546
WIAS_WIAS,20070.6272,53129.9806,74.0305
WIAS_ZIB,93882.5925,185004.4507,22.0979
ZIB_ADH,2744812.3104,28050267.5302,176.8302
ZIB_CVK,228184.2809,537593.2204,29.0978
ZIB_HTW,1123532.2611,4090868.9757,40.0865
ZIB_HU,373491.2046,1084051.7184,41.958
ZIB_SPK,771327.1143,3946292.1545,39.0908
ZIB_TU,1127478.9641,4554461.4218,49.5594
ZIB_UP,10323.6022,16728.2789,23.2376
ZIB_WIAS,238451.1621,596212.0282,58.4215
ZIB_ZIB,5424541.957,11198706.7781,34.9574
