enlace,MAE,RMSE,MAPE
ADH_ADH,462536.0241,2115995.6282,475.4666
ADH_CVK,31367.5485,75595.9581,67.4038
ADH_HTW,376941.1051,1209870.8726,184.2365
ADH_HU,47740.843,79648.7779,59.6634
ADH_SPK,80923.8295,158377.0149,74.9467
ADH_TU,48811.397,122451.2573,81.4077
ADH_UP,3195.0833,6525.1912,61.444
ADH_WIAS,27690.218,57816.0338,149.6669
ADH_ZIB,206086.613,586524.3536,58.464
CVK_ADH,20537.8718,51941.0112,64.0041
CVK_CVK,1036216.2273,2408121.0987,149.8302
CVK_HTW,55029.4364,332848.3017,46.3721
CVK_HU,45806.4315,81720.7479,43.1049
CVK_SPK,60410.2451,110580.2992,46.0389
CVK_TU,91381.8563,378851.0005,56.0617
CVK_UP,3924.2572,5985.0134,41.9046
CVK_WIAS,24780.8738,49939.2275,66.4088
CVK_ZIB,157349.7692,388913.6787,37.1143
HTW_ADH,324356.7747,863438.1458,170.7671
HTW_CVK,74071.7638,150436.7476,47.989
HTW_HTW,669424.5897,1476173.2696,77.4814
HTW_HU,118508.6403,202157.0252,46.8006
HTW_SPK,157382.0645,297957.4264,47.7509
HTW_TU,140956.5368,437740.1785,60.4673
HTW_UP,5270.5173,8191.2301,36.2986
HTW_WIAS,77456.6357,152138.2944,82.1925
HTW_ZIB,739320.8341,1482412.4538,37.5945
HU_ADH,78563.6372,183864.1916,57.2295
HU_CVK,179613.0387,355188.4571,48.7315
HU_HTW,386313.0294,1399499.9068,58.1175
HU_HU,1705170.5696,2781519.0529,41.2557
HU_SPK,2065658.8803,3437584.108,61.2131
HU_TU,539727.4192,1325926.7008,55.4743
HU_UP,13709.4583,19512.3973,45.6201
HU_WIAS,158773.4652,295369.6944,77.7025
HU_ZIB,4152891.4895,7393595.7957,160.1615
SPK_ADH,101788.7151,237834.4539,62.3258
SPK_CVK,145184.5951,249982.0639,43.1826
SPK_HTW,337030.7372,950020.7434,54.6797
SPK_HU,2559372.3174,5819886.7232,52.6768
SPK_SPK,2056111.0325,4504005.9701,64.3553
SPK_TU,258706.5351,450115.0909,55.288
SPK_UP,12593.4473,18295.349,39.9517
SPK_WIAS,2068081.5699,4603592.2939,215.3725
SPK_ZIB,1387879.1992,2246481.766,62.4744
TU_ADH,49262.2626,137213.2589,123.9391
TU_CVK,334202.4199,787159.793,87.3613
TU_HTW,164660.2249,549818.2737,81.7047
TU_HU,163880.641,319398.3327,49.7023
TU_SPK,192514.1403,364550.745,61.1605
TU_TU,1615591.6966,4752923.757,285.4413
TU_UP,6837.7362,10690.0507,69.2957
TU_WIAS,75276.7633,204895.3297,116.7256
TU_ZIB,1316576.4537,2459611.5225,122.1055
UP_ADH,5732.2848,15000.2119,87.4461
UP_CVK,10343.4572,39489.7224,55.2621
UP_HTW,27660.0582,213876.1846,59.7465
UP_HU,15879.5432,39544.0213,59.5596
UP_SPK,24761.6489,76234.997,68.8551
UP_TU,14889.6597,59502.9222,61.7831
UP_UP,234728.1176,510227.736,970.4848
UP_WIAS,14171.1919,50381.7316,77.5921
UP_ZIB,129076.6181,534646.2331,66.6475
WIAS_ADH,19901.1563,55039.703,119.7355
WIAS_CVK,27967.1546,55017.8823,59.4759
WIAS_HTW,43873.7313,95618.8616,66.4809
WIAS_HU,81507.2542,258919.7747,54.4495
WIAS_SPK,1183201.0526,3885112.0215,344.3719
WIAS_TU,51270.116,107077.5897,93.2091
WIAS_UP,3228.9444,6314.7167,63.1274
WIAS_WIAS,24939.2321,62083.3646,116.4149
WIAS_ZIB,194790.1174,404660.6466,53.8848
ZIB_ADH,328413.1532,1248906.8593,79.3935
ZIB_CVK,353327.2215,787648.8616,48.4417
ZIB_HTW,1698244.2705,3242907.9494,61.6742
ZIB_HU,351797.3737,633840.1964,44.8189
ZIB_SPK,544453.2356,1263923.8479,38.5737
ZIB_TU,1006725.4549,2417765.6978,67.0757
ZIB_UP,15197.8765,22407.4913,35.2117
ZIB_WIAS,244512.8063,516141.717,64.3818
ZIB_ZIB,7172032.0769,14545453.203,48.2034
