enlace,MAE,RMSE,MAPE
ADH_ADH,2597421.6069,4660908.9608,88.0358
ADH_CVK,101105.2549,157191.8301,95.6291
ADH_HTW,6107667.7699,7984275.448,98.7085
ADH_HU,114275.1243,163241.647,89.3812
ADH_SPK,224841.5664,365949.8915,97.1283
ADH_TU,182176.4908,266746.0168,97.0476
ADH_UP,16230.2254,25482.1642,97.7151
ADH_WIAS,106675.2984,299722.0171,94.6085
ADH_ZIB,429927.2207,558143.1633,91.8991
CVK_ADH,233119.0032,363123.5155,97.5067
CVK_CVK,1474779.3718,2322851.7306,262.1626
CVK_HTW,319875.1167,480009.9584,94.2559
CVK_HU,194782.6481,303414.3694,92.0704
CVK_SPK,254969.0145,402392.4886,92.0808
CVK_TU,627707.2131,2144782.7701,96.9677
CVK_UP,11330.6464,22690.0397,91.0866
CVK_WIAS,101403.2317,198292.8695,95.4553
CVK_ZIB,697156.3229,1027058.8139,89.7431
HTW_ADH,3846881.6883,5035642.9583,97.8979
HTW_CVK,119910.4057,181128.5924,94.9434
HTW_HTW,2290228.6928,4202718.449,93.1807
HTW_HU,178754.9149,322536.3797,68.6493
HTW_SPK,302251.8062,523221.2803,87.8722
HTW_TU,173919.0009,259633.6187,96.2732
HTW_UP,15438.5525,23476.1774,86.3887
HTW_WIAS,176720.9275,438938.3488,96.5011
HTW_ZIB,695309.8255,825217.1983,74.7941
HU_ADH,330307.1237,797754.7279,82.1368
HU_CVK,136613.9971,276008.2012,73.4296
HU_HTW,502913.5981,1278599.6544,84.2277
HU_HU,2757115.9276,3851557.5638,2594.0933
HU_SPK,4925733.9311,7160886.913,90.8956
HU_TU,319687.8794,1261494.0372,78.4636
HU_UP,11214.3763,17646.1837,54.8585
HU_WIAS,270677.3171,650371.3259,87.5376
HU_ZIB,2385101.1007,6147412.2034,89.7529
SPK_ADH,591563.1926,1043491.2031,93.9193
SPK_CVK,270568.4638,409873.8132,90.6432
SPK_HTW,793123.8146,1435636.9123,87.2955
SPK_HU,11912173.3443,15534638.5272,92.3645
SPK_SPK,5755189.7395,11768553.5233,93.0798
SPK_TU,573742.462,877523.344,89.192
SPK_UP,28587.0449,40726.4713,69.9169
SPK_WIAS,4523231.2854,9897366.5273,95.2962
SPK_ZIB,2140744.8979,3146764.6264,84.4844
TU_ADH,285720.5557,445123.1884,95.4088
TU_CVK,543583.9983,2040933.6584,95.6635
TU_HTW,433531.4346,633787.8072,92.0473
TU_HU,296506.4036,562686.9431,85.9358
TU_SPK,416222.604,962608.3359,95.6748
TU_TU,1729402.7403,8076280.3578,97.4116
TU_UP,11361.4103,26992.6042,95.9094
TU_WIAS,159166.2738,381180.2319,93.5757
TU_ZIB,936054.5085,1641936.7415,93.963
UP_ADH,26373.3158,48648.3375,96.5724
UP_CVK,10364.071,16698.4828,92.0466
UP_HTW,71927.3529,131373.1274,85.5792
UP_HU,18037.3893,26774.0477,78.6993
UP_SPK,20496.5368,34244.4939,84.94
UP_TU,12261.1925,23675.9486,95.1636
UP_UP,626286.6025,1142991.7635,109.2889
UP_WIAS,10369.94,25699.3461,94.1847
UP_ZIB,48605.3735,95370.5822,81.5388
WIAS_ADH,96971.5458,154118.6611,96.5647
WIAS_CVK,33844.8356,68638.7155,96.5953
WIAS_HTW,154438.1056,210017.3802,92.6713
WIAS_HU,107115.2858,372791.5059,82.9645
WIAS_SPK,328309.4288,954835.7403,98.015
WIAS_TU,54760.5135,130747.8844,97.8119
WIAS_UP,4100.0265,7150.8511,93.8288
WIAS_WIAS,50710.7179,180132.3765,95.5712
WIAS_ZIB,294627.8501,483172.6832,91.5797
ZIB_ADH,5177441.2546,7268864.4842,95.8107
ZIB_CVK,760555.7902,1445380.3042,93.1871
ZIB_HTW,11545548.2781,13575733.2876,79.4948
ZIB_HU,669958.3211,1056278.7754,83.1863
ZIB_SPK,1955169.4369,4306660.7498,88.5433
ZIB_TU,2223536.99,4856515.0589,93.4473
ZIB_UP,63558.2686,144218.1924,74.5557
ZIB_WIAS,814285.8754,1381018.266,95.3311
ZIB_ZIB,27480642.0762,39497708.8564,90.1486
