enlace,MAE,RMSE,MAPE
ADH_ADH,2125642.9897,4491874.9583,45676.4664
ADH_CVK,43042.8488,75048.5203,103.1993
ADH_HTW,1829118.5232,3190927.7177,234.4991
ADH_HU,57141.3565,98292.3623,75.2823
ADH_SPK,92521.6467,234391.0584,94.766
ADH_TU,79737.371,144075.3819,158.5159
ADH_UP,7490.1725,16478.8895,94.0675
ADH_WIAS,68781.5823,350445.9807,243.0656
ADH_ZIB,146384.869,266100.4995,79.0462
CVK_ADH,109182.5583,230380.0709,101.9982
CVK_CVK,853983.9018,1890022.7236,8191.2748
CVK_HTW,148067.0998,267625.6129,76.9486
CVK_HU,106461.1455,213461.1573,69.7401
CVK_SPK,87595.983,167594.0466,63.9938
CVK_TU,281645.3868,1063518.579,121.6343
CVK_UP,6511.574,17953.6504,73.6035
CVK_WIAS,40058.406,83716.7935,205.1226
CVK_ZIB,237296.9794,496021.7591,68.8299
HTW_ADH,834072.5834,1381689.0626,367.6462
HTW_CVK,46758.2246,75496.2621,80.5323
HTW_HTW,1111075.6436,2248162.0001,135.6761
HTW_HU,136540.7577,292608.9534,145.2935
HTW_SPK,153156.1037,373213.0994,81.2304
HTW_TU,68988.3519,121359.2038,65.6284
HTW_UP,7610.0591,14132.6459,52.0765
HTW_WIAS,122044.3589,443122.4384,279.2796
HTW_ZIB,318423.9886,446751.9893,54.6027
HU_ADH,292583.4923,809925.952,128.6982
HU_CVK,95161.8617,288623.5783,86.986
HU_HTW,546228.8253,1664263.5436,268.4629
HU_HU,1085396.7809,3041930.0853,186.7841
HU_SPK,2635793.1427,5008466.4897,156.8313
HU_TU,243585.649,1506049.3104,100.4758
HU_UP,8206.2068,13249.6317,58.6429
HU_WIAS,195680.4535,518547.7262,191.8816
HU_ZIB,1707874.9251,4394694.6679,156.6748
SPK_ADH,358626.9262,758230.2267,83.4286
SPK_CVK,128039.4036,222539.9564,64.8929
SPK_HTW,654850.9208,1568338.5426,132.6951
SPK_HU,3297640.8093,5225470.6705,67.5891
SPK_SPK,1876543.7316,5311531.0068,93.6963
SPK_TU,263895.608,594290.9101,59.4239
SPK_UP,15129.9494,27916.0995,47.6216
SPK_WIAS,2212952.6158,4560735.5615,1853.5486
SPK_ZIB,1306411.3559,2371015.8438,75.8021
TU_ADH,111788.355,230164.0645,181.2146
TU_CVK,248465.7252,1074511.0785,129.5715
TU_HTW,205376.4719,351210.832,73.1513
TU_HU,177371.6015,440487.8765,62.6373
TU_SPK,212262.308,773655.8224,80.2875
TU_TU,1693940.9344,7351695.1519,990.9319
TU_UP,7110.8848,23218.2587,73.2714
TU_WIAS,75885.2058,211230.0616,289.8125
TU_ZIB,372246.8232,1171435.4557,78.5102
UP_ADH,15781.9052,37008.3999,127.4557
UP_CVK,6595.5805,13055.2271,86.0312
UP_HTW,42658.1971,87057.3302,113.9491
UP_HU,12177.2163,22159.8467,74.4247
UP_SPK,13661.0177,29444.0425,70.2971
UP_TU,8343.3494,21296.7014,97.0989
UP_UP,355067.1609,813743.3152,9948.688
UP_WIAS,8625.7166,24301.897,299.4648
UP_ZIB,33002.811,86780.2754,78.0605
WIAS_ADH,51551.6123,107250.8266,181.0409
WIAS_CVK,18271.0014,41138.3997,100.0952
WIAS_HTW,79736.2421,141576.0292,65.8891
WIAS_HU,80012.2929,460666.2576,88.2306
WIAS_SPK,205983.4551,724823.8747,135.0705
WIAS_TU,33341.1991,98843.9788,104.9799
WIAS_UP,2495.9194,5058.9471,74.5163
WIAS_WIAS,35162.9411,158001.5217,377.3128
WIAS_ZIB,121308.0021,263728.7208,68.9137
ZIB_ADH,1943869.9031,3557028.8019,169.9402
ZIB_CVK,361128.2062,1012885.3899,68.4973
ZIB_HTW,6234588.4344,7851525.738,83.1731
ZIB_HU,384182.7366,841138.812,79.6399
ZIB_SPK,845884.0915,2139219.1424,64.516
ZIB_TU,1131412.6019,3468905.2864,53.1777
ZIB_UP,34583.6361,117256.8011,44.5274
ZIB_WIAS,445159.9402,876136.112,146.8702
ZIB_ZIB,7588769.1328,14280651.7902,57.7715
