enlace,MAE,RMSE,MAPE
TU_ADH,277280.0066,431997.649,89.1888
TU_CVK,502318.3825,1988500.9177,65.8762
TU_HTW,232235.0517,392068.3757,47.5091
TU_HU,196607.3958,401866.2375,77.8148
TU_SPK,202038.4451,704722.6834,82.0022
TU_TU,1690651.4894,8054138.677,62.6376
TU_UP,6010.9064,21673.4768,50.1386
TU_WIAS,133576.779,350863.6321,82.1763
TU_ZIB,695107.0889,1358074.469,76.5348
UP_ADH,23699.2518,46986.8914,76.0648
UP_CVK,6801.6108,12908.5828,69.5321
UP_HTW,56915.0929,115318.8168,77.4789
UP_HU,12888.8588,21146.0729,88.4348
UP_SPK,12825.1364,26435.1689,68.1118
UP_TU,7411.4257,18756.9382,58.4374
UP_UP,395915.2542,876760.1284,1210.0021
UP_WIAS,8813.0804,25011.8856,89.9014
UP_ZIB,33816.4266,84901.4641,61.8492
WIAS_ADH,88733.2735,142831.886,82.0238
WIAS_CVK,22471.566,52345.0751,64.2176
WIAS_HTW,92690.4509,150471.7575,53.1384
WIAS_HU,99066.1241,351656.3836,111.9796
WIAS_SPK,215009.2528,714133.4309,129.4721
WIAS_TU,45737.8633,121178.9747,63.1117
WIAS_UP,2037.0574,4501.5136,44.674
WIAS_WIAS,39093.6575,166680.954,124.2591
WIAS_ZIB,191021.2382,355746.2505,75.6575
ZIB_ADH,5045451.0913,7145363.8176,78.8996
ZIB_CVK,432360.3983,1128671.7546,50.9735
ZIB_HTW,6538167.4886,8171905.7925,72.3871
ZIB_HU,505894.5384,769007.2151,155.7792
ZIB_SPK,1118437.4519,3575239.4924,46.8497
ZIB_TU,1765747.8846,4493174.7485,56.6869
ZIB_UP,42700.551,132629.6758,45.1268
ZIB_WIAS,451247.2498,890860.5962,52.8164
ZIB_ZIB,15057722.2797,23893276.2629,96.6157
