enlace,MAE,RMSE,MAPE
ADH_ADH,2597164.379,4660719.8675,88.3516
ADH_CVK,100061.2072,155665.8129,94.0643
ADH_HTW,6071307.8091,7938668.395,96.1523
ADH_HU,97387.6386,144003.6781,71.1985
ADH_SPK,214238.0235,351731.5027,90.172
ADH_TU,180484.1629,264481.2724,93.0175
ADH_UP,15836.1894,25093.3775,92.4143
ADH_WIAS,105444.4219,298573.651,93.237
ADH_ZIB,417196.3536,542210.6309,89.802
CVK_ADH,231018.6568,360632.5813,93.774
CVK_CVK,1318239.5329,2180269.9996,1134.3216
CVK_HTW,310957.0056,471688.7383,88.0668
CVK_HU,188548.6287,297943.3547,84.8501
CVK_SPK,249041.2701,395365.6799,88.9832
CVK_TU,626715.8123,2143947.1639,94.7623
CVK_UP,10652.1393,22147.9363,83.676
CVK_WIAS,100430.3344,197013.1046,94.8309
CVK_ZIB,678382.6856,1005848.3151,88.5991
HTW_ADH,3840359.4898,5027547.602,92.5345
HTW_CVK,111238.9238,168462.6883,89.4767
HTW_HTW,2093216.5182,3933847.5868,82.7768
HTW_HU,145877.209,299755.7909,57.7655
HTW_SPK,273960.4672,493750.1376,78.1787
HTW_TU,168455.8704,251538.4484,92.2886
HTW_UP,14013.2499,22091.8346,76.6302
HTW_WIAS,171199.656,434791.104,93.076
HTW_ZIB,593486.464,727489.9218,63.3007
HU_ADH,306307.1672,786026.8528,72.5562
HU_CVK,118682.366,262415.1558,64.9702
HU_HTW,468610.7358,1261044.361,73.4161
HU_HU,2704889.1116,3473045.1171,3256.2449
HU_SPK,4490805.1982,6733628.1469,95.8218
HU_TU,284470.1597,1246372.5764,70.0832
HU_UP,9644.8983,15631.3123,68.4068
HU_WIAS,248099.0288,628465.6206,73.4342
HU_ZIB,2260040.2516,5983071.1869,83.8477
SPK_ADH,566405.1701,1019001.9656,84.3194
SPK_CVK,246968.6347,380323.9186,79.198
SPK_HTW,721436.8586,1386343.3443,72.2355
SPK_HU,11271592.6993,14896339.9244,88.3983
SPK_SPK,5438469.8214,11385545.1101,82.4073
SPK_TU,518279.6672,812386.3982,77.3301
SPK_UP,21985.7491,35880.7455,49.5297
SPK_WIAS,4482526.7826,9844459.1665,99.2059
SPK_ZIB,1842013.8388,2907399.8937,66.4324
TU_ADH,284188.7636,442958.3351,90.5877
TU_CVK,539019.2522,2035119.5546,91.3223
TU_HTW,417848.3675,614191.362,88.2166
TU_HU,263035.6587,526515.3257,72.0334
TU_SPK,401412.6606,944369.4031,86.6629
TU_TU,1727070.2088,8075081.2084,93.8628
TU_UP,10649.8681,26316.3163,84.6354
TU_WIAS,157184.5681,378270.5648,90.8783
TU_ZIB,920975.9361,1625745.7508,86.4113
UP_ADH,25992.6305,48446.0725,92.0124
UP_CVK,9858.9636,16221.7842,84.8799
UP_HTW,69448.7669,129959.3534,75.483
UP_HU,15124.5691,24865.5391,61.8108
UP_SPK,18601.1394,32778.9115,72.6085
UP_TU,11463.2633,22960.8579,86.434
UP_UP,620748.8867,1135559.4202,116.2944
UP_WIAS,10105.5451,25470.113,88.9913
UP_ZIB,44545.3419,93183.8548,67.7234
WIAS_ADH,95587.6598,152076.3903,93.7261
WIAS_CVK,33002.649,67495.2311,91.8433
WIAS_HTW,146154.1652,201809.7505,85.8818
WIAS_HU,86748.1378,363211.4873,62.0943
WIAS_SPK,324199.7319,947284.6372,93.9274
WIAS_TU,53346.0558,129262.9441,90.6378
WIAS_UP,3740.9853,6716.4941,82.5726
WIAS_WIAS,50085.4261,179227.7431,91.0129
WIAS_ZIB,281271.6632,469185.9365,80.2812
ZIB_ADH,5153335.4583,7243413.9123,94.0234
ZIB_CVK,722535.4561,1409106.6019,86.7197
ZIB_HTW,9793225.5356,11882616.8269,69.6951
ZIB_HU,549739.722,936564.4275,62.5431
ZIB_SPK,1802951.5985,4160191.7394,79.5963
ZIB_TU,2141068.9097,4779809.066,88.1156
ZIB_UP,54549.2486,139868.977,58.7477
ZIB_WIAS,771337.7441,1324479.3024,88.9961
ZIB_ZIB,25402060.9137,37109658.1825,78.7709
