enlace,MAE,RMSE,MAPE
UP_WIAS,7736.3071,23249.112,87.6688
UP_ZIB,34068.9093,85648.1796,64.7985
WIAS_ADH,87247.3692,140631.9458,84.8157
WIAS_CVK,19869.5714,48008.7381,57.8083
WIAS_HTW,115954.9545,171539.1694,67.0654
WIAS_HU,87817.1277,353371.4488,103.4238
WIAS_SPK,288490.2635,909039.4524,80.3967
WIAS_TU,40237.0192,114199.0152,56.0385
WIAS_UP,2171.5266,4744.6188,44.2425
WIAS_WIAS,39691.3186,167733.9718,123.1383
WIAS_ZIB,143230.4288,287403.9685,64.091
ZIB_ADH,4795429.3032,6876559.7619,76.7484
ZIB_CVK,485314.2765,1197383.2982,56.5145
ZIB_HTW,6041898.8039,7484991.5698,81.4022
ZIB_HU,481563.5548,739019.8842,151.4439
ZIB_SPK,1033538.7809,3435384.4692,44.9209
ZIB_TU,1587048.728,4315175.6443,52.6742
ZIB_UP,41671.8954,131451.8912,44.0263
ZIB_WIAS,412625.3494,827708.6577,54.7357
ZIB_ZIB,16173544.2488,25060546.3345,88.2997
