enlace,MAE,RMSE,MAPE
ADH_ADH,1766062.2778,3815650.7091,29084.9701
ADH_CVK,38725.254,67534.6686,83.9841
ADH_HTW,1768684.3446,3041590.8461,191.1216
ADH_HU,54466.8279,94346.8908,67.7154
ADH_SPK,86559.6169,228522.6611,91.3747
ADH_TU,69757.7261,126456.814,129.6562
ADH_UP,7328.169,16947.2343,94.5109
ADH_WIAS,66587.3469,363353.8105,233.7903
ADH_ZIB,142883.4226,259389.7227,79.5941
CVK_ADH,97344.1741,206135.044,85.7573
CVK_CVK,849824.7893,2024829.6618,7179.8574
CVK_HTW,148488.866,270890.7662,80.5107
CVK_HU,105613.5342,209846.601,69.3358
CVK_SPK,86967.1652,165871.6048,62.159
CVK_TU,233996.5021,941505.5234,105.6486
CVK_UP,6264.3188,17220.4207,72.2272
CVK_WIAS,39809.7581,84549.5518,170.7053
CVK_ZIB,229715.936,471130.7626,66.954
HTW_ADH,389921.7432,854419.6432,255.3041
HTW_CVK,45146.8647,73411.751,72.1133
HTW_HTW,1201694.9431,2449320.412,158.9458
HTW_HU,135271.4059,282742.8872,134.8025
HTW_SPK,151372.9925,372210.4957,77.1219
HTW_TU,64414.7261,116272.8484,57.0632
HTW_UP,7541.2458,14218.2727,50.1666
HTW_WIAS,115679.159,382552.784,232.3161
HTW_ZIB,319900.8171,448595.1786,55.1989
HU_ADH,292421.3975,807496.8908,122.623
HU_CVK,95483.7976,291533.4814,83.9986
HU_HTW,529116.9308,1545169.6794,259.9483
HU_HU,1093814.7392,3110654.7127,183.2184
HU_SPK,2702483.2703,5129911.6853,158.1912
HU_TU,248163.6211,1629018.1399,95.2656
HU_UP,8529.0998,13895.9796,60.6713
HU_WIAS,203891.242,543967.4159,199.7999
HU_ZIB,1718197.5196,4311744.8017,155.9933
SPK_ADH,360748.6317,784075.4117,80.5602
SPK_CVK,113120.1486,197929.1957,54.9504
SPK_HTW,658391.287,1598245.4584,132.3008
SPK_HU,2953092.8402,5102032.3655,70.8035
SPK_SPK,1802067.3053,5319943.283,86.6234
SPK_TU,251159.7227,577778.7657,55.7803
SPK_UP,15280.7582,28086.7503,48.6586
SPK_WIAS,2114538.2,4451886.6365,1564.0099
SPK_ZIB,1326560.9471,2433749.4226,77.7671
TU_ADH,94731.3688,196826.9053,143.2424
TU_CVK,181085.2892,914955.6882,105.8231
TU_HTW,188958.0412,324132.6681,61.2081
TU_HU,184193.8324,466334.3635,61.0601
TU_SPK,211038.6666,823384.9762,71.9718
TU_TU,1736079.6009,7810055.9246,1196.7324
TU_UP,6784.0187,23223.8681,66.5364
TU_WIAS,71273.4576,198242.9001,215.3937
TU_ZIB,342163.2781,1136497.2956,61.9444
UP_ADH,14675.7127,34754.0124,115.3001
UP_CVK,6346.0111,13041.931,77.3246
UP_HTW,41100.3428,83995.0381,104.7928
UP_HU,12583.5389,23338.0954,77.2112
UP_SPK,13314.5336,28828.1906,66.6289
UP_TU,8071.7825,21377.5311,90.1708
UP_UP,370354.8616,872091.0645,9239.1459
UP_WIAS,8023.025,21645.2337,245.1712
UP_ZIB,33637.8929,92946.056,77.8325
WIAS_ADH,44437.1055,97489.274,137.7418
WIAS_CVK,17509.1025,40422.9729,87.6626
WIAS_HTW,82195.8252,145027.1383,69.2769
WIAS_HU,83821.9867,487330.0844,89.9517
WIAS_SPK,209105.5722,751469.2122,144.7439
WIAS_TU,32497.3252,100200.5738,88.1306
WIAS_UP,2332.3265,4819.5716,68.9795
WIAS_WIAS,33718.0426,157160.8492,251.3557
WIAS_ZIB,121929.3951,278565.531,63.4886
ZIB_ADH,1895646.8474,3434310.879,154.7177
ZIB_CVK,353896.2643,1015208.1013,66.4719
ZIB_HTW,6649021.9072,8320227.2709,99.0461
ZIB_HU,397077.6158,873470.7092,80.5098
ZIB_SPK,827136.1343,2164413.4348,61.5488
ZIB_TU,1159204.2072,3749360.1211,58.6265
ZIB_UP,36546.1513,126535.2947,48.8325
ZIB_WIAS,426287.1391,839027.4012,129.2331
ZIB_ZIB,7598061.4563,14435473.9002,56.28
