enlace,MAE,RMSE,MAPE
ADH_ADH,476257.0351,2164449.3618,442.1772
ADH_CVK,31048.2767,75783.0091,65.6045
ADH_HTW,396364.643,1326674.3245,146.0987
ADH_HU,48201.1046,79772.8519,50.9624
ADH_SPK,78752.8415,158766.6681,71.8988
ADH_TU,53575.992,124512.4671,110.3053
ADH_UP,3279.5285,6573.2474,65.8841
ADH_WIAS,26635.8761,56380.2512,125.865
ADH_ZIB,209374.4899,604027.9252,58.8225
CVK_ADH,21585.749,56387.0557,71.9241
CVK_CVK,1163877.3058,2513517.1381,309.2085
CVK_HTW,63670.8809,346408.4784,55.6602
CVK_HU,50347.5294,87339.4586,48.4006
CVK_SPK,60112.8371,106921.8227,47.644
CVK_TU,97321.902,400357.507,82.7768
CVK_UP,4013.6104,6087.3833,43.558
CVK_WIAS,24925.7598,51713.057,69.577
CVK_ZIB,158459.6796,401475.1252,38.9374
HTW_ADH,378616.7278,1085367.4131,178.8759
HTW_CVK,77993.6885,158583.9244,49.2669
HTW_HTW,755365.7025,1666432.3612,86.2696
HTW_HU,118665.6669,202441.4887,48.0573
HTW_SPK,156893.7023,302820.9719,44.9793
HTW_TU,143466.8154,443999.4061,59.451
HTW_UP,5214.3143,8216.4606,35.7936
HTW_WIAS,75656.3703,155506.0185,70.2134
HTW_ZIB,761668.1905,1496718.8062,37.3201
HU_ADH,74571.9908,186302.6752,49.6132
HU_CVK,176954.4225,346357.0638,51.0705
HU_HTW,400169.3854,1451811.3102,61.6961
HU_HU,1740336.3442,2834959.9432,45.2739
HU_SPK,2128428.5846,3305871.0053,66.1715
HU_TU,529682.5277,1315214.7598,55.5338
HU_UP,13948.8958,19669.8428,47.4892
HU_WIAS,160457.7785,299015.9433,72.7677
HU_ZIB,4372797.4912,7859551.9871,144.9066
SPK_ADH,101262.1334,239614.1203,55.7806
SPK_CVK,164093.8582,267823.702,49.4702
SPK_HTW,338691.0127,967450.0637,52.8787
SPK_HU,3523843.6577,8092359.1133,55.8667
SPK_SPK,2085720.8173,4640605.1497,63.6429
SPK_TU,277441.3042,466888.8857,67.6405
SPK_UP,12377.2843,17978.1445,39.493
SPK_WIAS,2005004.574,4595416.9969,245.7418
SPK_ZIB,1394827.1337,2263758.0169,61.4862
TU_ADH,50544.6586,143996.9064,121.1082
TU_CVK,354083.2691,818836.5795,96.2865
TU_HTW,167494.3439,554696.448,77.402
TU_HU,161732.4297,315323.7436,49.3727
TU_SPK,198261.2178,371653.6783,57.4316
TU_TU,1640747.4525,4770889.5969,266.2111
TU_UP,6628.2766,10343.4426,66.8236
TU_WIAS,77322.7626,205948.3494,106.3644
TU_ZIB,1420981.6992,2597679.8732,124.2614
UP_ADH,5675.3631,15058.7553,75.2085
UP_CVK,10392.9303,39721.169,55.3257
UP_HTW,29140.2887,218012.6815,64.1756
UP_HU,15881.7696,39220.4497,64.4673
UP_SPK,28716.1855,92628.5069,66.4258
UP_TU,15060.7741,60319.6671,64.5183
UP_UP,281068.8011,570706.5372,1445.3731
UP_WIAS,14400.2283,51598.6329,76.9198
UP_ZIB,130649.3374,541792.5755,67.3404
WIAS_ADH,20019.7323,56068.4726,91.2528
WIAS_CVK,32126.9237,61504.8536,91.5426
WIAS_HTW,45259.3475,100674.1346,62.5278
WIAS_HU,79424.6997,252098.8775,55.2153
WIAS_SPK,1181855.5087,3876707.2365,424.5835
WIAS_TU,51548.7528,107923.5099,93.2724
WIAS_UP,3157.7624,6416.8332,53.0021
WIAS_WIAS,25018.8043,61180.3943,114.5627
WIAS_ZIB,193151.684,405644.0879,52.4145
ZIB_ADH,358031.7164,1358540.3558,88.1378
ZIB_CVK,385130.2081,800541.1942,58.8446
ZIB_HTW,2731580.4767,6652388.3472,101.8151
ZIB_HU,375378.5997,641962.6822,52.5275
ZIB_SPK,530080.1338,1229696.4762,37.0404
ZIB_TU,1015119.331,2421306.1241,72.2907
ZIB_UP,14484.5415,21689.7241,33.8707
ZIB_WIAS,239831.706,501450.8119,61.7028
ZIB_ZIB,6834407.8095,14150583.888,43.5394
